Candidate_ID,Application_Date,Department,Job_Role,Recruitment_Source,Candidate_Status,Interview_Score,Experience_Years,Expected_Salary,Offered_Salary,Hiring_Date,Time_to_Hire,Recruitment_Cost
CAND0261,2025-02-10,Marketing,Marketing Specialist,Indeed,Joined,96,2,79553,85850,2025-03-24,42.0,2325
CAND0262,2025-05-30,Marketing,Marketing Specialist,College Campus,Joined,81,2,88202,94817,2025-07-10,41.0,1114
CAND0263,2022-03-10,Marketing,Digital Marketing Manager,Indeed,Applied,77,0,81719,0,,,231
CAND0264,2020-04-25,Sales,Sales Director,Executive Search,Interviewed,76,1,169738,0,,,1671
CAND0265,2026-03-23,Sales,Sales Director,Indeed,Joined,98,3,179397,182258,2026-04-22,30.0,1585
CAND0266,2020-03-05,HR,HR Manager,Glassdoor,Shortlisted,76,5,122739,0,,,268
CAND0267,2026-06-16,Marketing,Brand Manager,Indeed,Rejected,57,5,143875,0,,,135
CAND0268,2024-11-03,Sales,Sales Representative,Indeed,Shortlisted,84,7,63084,0,,,146
CAND0269,2026-04-11,Marketing,Brand Manager,Indeed,Joined,78,7,139259,135740,2026-06-03,53.0,1763
CAND0270,2021-01-22,IT,System Administrator,Referral,Rejected,55,6,74583,0,,,33
CAND0271,2022-05-01,Customer Service,Customer Success Manager,Glassdoor,Applied,95,0,74920,0,,,143
CAND0272,2023-03-18,Finance,Auditor,Executive Search,Interviewed,85,10,96712,0,,,1937
CAND0273,2020-02-20,Marketing,Brand Manager,Referral,Shortlisted,63,10,153981,0,,,95
CAND0274,2026-02-21,Finance,Finance Manager,LinkedIn,Joined,93,6,163336,179941,2026-04-04,42.0,2568
CAND0275,2026-06-15,IT,Software Engineer,LinkedIn,Applied,63,0,91087,0,,,443
CAND0276,2023-05-03,Sales,Sales Representative,Glassdoor,Shortlisted,75,6,66617,0,,,188
CAND0277,2024-08-13,IT,System Administrator,LinkedIn,Selected,84,2,65507,66726,2024-09-26,44.0,3512
CAND0278,2022-06-01,Finance,Senior Accountant,Indeed,Interviewed,77,5,108013,0,,,211
CAND0279,2022-05-14,Marketing,Brand Manager,LinkedIn,Shortlisted,52,9,138668,0,,,317
CAND0280,2022-12-02,Operations,Logistics Coordinator,Referral,Shortlisted,67,13,81563,0,,,48
CAND0281,2025-12-24,Sales,Sales Representative,Referral,Interviewed,51,8,67122,0,,,75
CAND0282,2025-03-05,Sales,Sales Director,LinkedIn,Joined,79,1,180328,189906,2025-03-22,17.0,4295
CAND0283,2024-03-03,Marketing,Brand Manager,Executive Search,Shortlisted,72,6,129787,0,,,1692
CAND0284,2023-07-01,Customer Service,Customer Support Agent,Executive Search,Selected,81,3,48692,49406,2023-08-26,56.0,16005
CAND0285,2023-04-12,Sales,Sales Representative,Executive Search,Applied,95,5,61792,0,,,1561
CAND0286,2025-05-23,Operations,Operations Analyst,Referral,Joined,75,2,76416,75253,2025-06-12,20.0,444
CAND0287,2022-11-02,Marketing,Content Writer,College Campus,Applied,56,10,56070,0,,,110
CAND0288,2026-01-09,Marketing,Brand Manager,Indeed,Shortlisted,74,4,132648,0,,,157
CAND0289,2022-10-14,IT,Senior Developer,Referral,Shortlisted,56,1,122442,0,,,73
CAND0290,2025-08-22,Marketing,Digital Marketing Manager,LinkedIn,Joined,96,5,97354,103328,2025-09-25,34.0,4075
CAND0291,2026-04-14,Sales,Business Development Associate,Executive Search,Selected,79,0,48439,48619,2026-06-16,63.0,14466
CAND0292,2026-03-01,Marketing,Digital Marketing Manager,Indeed,Joined,89,6,94431,94248,2026-04-08,38.0,981
CAND0293,2023-10-25,Customer Service,Customer Success Manager,LinkedIn,Rejected,45,7,113957,0,,,332
CAND0294,2025-09-11,Customer Service,Support Lead,LinkedIn,Joined,89,2,85095,87797,2025-10-18,37.0,3253
CAND0295,2025-08-12,Customer Service,Support Lead,Indeed,Joined,79,13,88339,92191,2025-09-22,41.0,1603
CAND0296,2025-03-23,Finance,Financial Analyst,College Campus,Rejected,72,5,101595,0,,,151
CAND0297,2025-01-08,Finance,Finance Manager,Indeed,Joined,86,0,106667,107529,2025-02-23,46.0,2201
CAND0298,2025-05-10,Sales,Business Development Associate,Indeed,Joined,84,1,70378,68602,2025-06-09,30.0,2259
CAND0299,2025-03-17,Operations,Operations Manager,Indeed,Joined,86,1,101914,99209,2025-05-08,52.0,1713
CAND0300,2026-05-29,Customer Service,Support Lead,LinkedIn,Selected,90,2,67776,67543,2026-07-23,55.0,3446
CAND0301,2025-04-19,IT,Senior Developer,Referral,Joined,79,10,190442,210811,2025-05-20,31.0,791
CAND0302,2025-01-28,Finance,Financial Analyst,Glassdoor,Shortlisted,75,9,92161,0,,,118
CAND0303,2025-04-21,Finance,Finance Manager,College Campus,Joined,81,6,111408,111658,2025-06-05,45.0,925
CAND0304,2026-02-07,Marketing,Brand Manager,College Campus,Joined,76,2,90912,89277,2026-03-31,52.0,1817
CAND0305,2020-04-14,Marketing,Brand Manager,Executive Search,Selected,77,3,118844,117145,2020-06-05,52.0,14457
CAND0306,2025-06-30,Sales,Account Manager,LinkedIn,Joined,98,0,90711,96552,2025-08-02,33.0,2500
CAND0307,2025-08-03,Customer Service,Support Lead,Executive Search,Shortlisted,81,4,70997,0,,,1495
CAND0308,2023-07-02,Customer Service,Customer Success Manager,Indeed,Shortlisted,54,4,93595,0,,,219
CAND0309,2022-03-19,Operations,Operations Analyst,LinkedIn,Shortlisted,60,3,58573,0,,,174
CAND0310,2026-05-29,Customer Service,Support Lead,College Campus,Interviewed,83,5,63058,0,,,66
CAND0311,2024-10-29,Customer Service,Customer Success Manager,College Campus,Interviewed,81,9,118745,0,,,114
CAND0312,2025-10-22,IT,Data Scientist,LinkedIn,Rejected,74,0,94092,0,,,333
CAND0313,2020-08-25,Finance,Auditor,Referral,Shortlisted,69,6,87312,0,,,75
CAND0314,2026-07-02,IT,Data Scientist,Executive Search,Interviewed,95,5,134287,0,,,2295
CAND0315,2025-11-08,Marketing,Brand Manager,LinkedIn,Joined,98,11,156513,158489,2025-12-22,44.0,3137
CAND0316,2021-04-02,Customer Service,Support Lead,College Campus,Selected,52,5,74661,76243,2021-05-15,43.0,1327
CAND0317,2026-01-04,Sales,Account Manager,Indeed,Joined,93,13,90884,95044,2026-02-26,53.0,1878
CAND0318,2021-05-24,IT,System Administrator,Executive Search,Selected,79,8,79355,81180,2021-07-19,56.0,23540
CAND0319,2024-12-12,Operations,Supply Chain Planner,Indeed,Joined,84,4,95031,92416,2025-01-23,42.0,1446
CAND0320,2025-10-11,Customer Service,Support Lead,Indeed,Joined,96,10,100355,107184,2025-11-25,45.0,1895
CAND0321,2020-06-19,HR,HR Generalist,Glassdoor,Shortlisted,77,5,57469,0,,,208
CAND0322,2022-08-13,IT,System Administrator,Referral,Shortlisted,81,6,83062,0,,,86
CAND0323,2026-03-28,IT,System Administrator,Referral,Selected,73,7,83831,81828,2026-05-06,39.0,609
CAND0324,2025-02-24,IT,Senior Developer,Glassdoor,Applied,43,2,114580,0,,,290
CAND0325,2026-02-21,Customer Service,Customer Success Manager,Indeed,Applied,94,6,93937,0,,,212
CAND0326,2025-02-25,Finance,Senior Accountant,College Campus,Joined,77,2,122878,125311,2025-04-03,37.0,1896
CAND0327,2022-08-21,Customer Service,Support Lead,Referral,Rejected,73,3,73581,0,,,60
CAND0328,2025-07-11,Operations,Logistics Coordinator,LinkedIn,Joined,81,13,78487,75629,2025-07-31,20.0,1812
CAND0329,2023-01-09,HR,HR Generalist,Indeed,Interviewed,55,4,62368,0,,,165
CAND0330,2021-10-14,Marketing,Marketing Specialist,Glassdoor,Rejected,56,3,77163,0,,,134
CAND0331,2025-04-18,Sales,Sales Director,Glassdoor,Rejected,37,6,202129,0,,,218
CAND0332,2024-09-17,Operations,Operations Analyst,Indeed,Rejected,72,5,74194,0,,,245
CAND0333,2023-12-02,Customer Service,Customer Support Agent,Referral,Shortlisted,72,6,47769,0,,,85
CAND0334,2025-01-27,Customer Service,Customer Support Agent,LinkedIn,Joined,93,2,44812,48028,2025-02-17,21.0,3681
CAND0335,2026-02-04,Marketing,Marketing Specialist,College Campus,Selected,57,4,63132,66039,2026-02-28,24.0,1028
CAND0336,2025-12-25,HR,HR Manager,Indeed,Interviewed,52,0,100431,0,,,112
CAND0337,2025-02-26,Finance,Finance Manager,Indeed,Joined,86,3,141032,143015,2025-04-20,53.0,2324
CAND0338,2026-04-04,Customer Service,Customer Support Agent,College Campus,Rejected,52,5,43244,0,,,155
CAND0339,2026-01-14,Operations,Operations Manager,Referral,Joined,81,1,108963,115393,2026-02-28,45.0,389
CAND0340,2025-08-24,HR,HR Generalist,LinkedIn,Joined,77,15,115095,123826,2025-10-03,40.0,1843
CAND0341,2024-12-26,Sales,Business Development Associate,Indeed,Joined,86,8,106742,111846,2025-02-20,56.0,910
CAND0342,2021-08-12,Finance,Senior Accountant,LinkedIn,Applied,69,5,95671,0,,,154
CAND0343,2026-01-21,Marketing,Marketing Specialist,Executive Search,Applied,36,5,81847,0,,,2413
CAND0344,2026-07-14,Marketing,Brand Manager,Executive Search,Shortlisted,88,2,115190,0,,,2414
CAND0345,2022-08-06,Sales,Account Manager,Executive Search,Shortlisted,68,0,63921,0,,,2483
CAND0346,2023-06-17,HR,HR Generalist,Indeed,Rejected,64,7,71911,0,,,111
CAND0347,2026-02-14,Sales,Sales Representative,Indeed,Joined,96,5,61659,67587,2026-03-20,34.0,2065
CAND0348,2023-07-26,Customer Service,Customer Support Agent,LinkedIn,Rejected,58,3,50956,0,,,305
CAND0349,2026-05-30,IT,Software Engineer,LinkedIn,Rejected,46,5,84292,0,,,422
CAND0350,2025-04-21,Marketing,Marketing Specialist,LinkedIn,Joined,87,3,87125,88873,2025-05-13,22.0,3209
CAND0351,2020-09-17,HR,Talent Acquisition Specialist,Executive Search,Interviewed,93,3,66819,0,,,2245
CAND0352,2024-11-01,Operations,Supply Chain Planner,College Campus,Selected,68,4,64957,65145,2024-12-31,60.0,1054
CAND0353,2026-05-05,Customer Service,Customer Success Manager,LinkedIn,Applied,74,3,88071,0,,,244
CAND0354,2026-04-02,HR,Talent Acquisition Specialist,LinkedIn,Joined,95,6,103410,99589,2026-05-27,55.0,4095
CAND0355,2025-05-02,HR,Talent Acquisition Specialist,College Campus,Shortlisted,75,1,55300,0,,,79
CAND0356,2026-04-10,Customer Service,Support Lead,Indeed,Joined,96,1,73934,76261,2026-06-05,56.0,1347
CAND0357,2021-02-04,Marketing,Content Writer,Executive Search,Applied,54,6,72211,0,,,1958
CAND0358,2022-07-06,HR,HR Manager,LinkedIn,Shortlisted,55,2,109840,0,,,427
CAND0359,2026-01-04,Customer Service,Customer Success Manager,LinkedIn,Rejected,61,5,72626,0,,,305
CAND0360,2025-04-14,Marketing,Marketing Specialist,Glassdoor,Joined,75,8,99940,107924,2025-06-03,50.0,2915
CAND0361,2023-01-19,Finance,Financial Analyst,Referral,Rejected,71,6,82626,0,,,76
CAND0362,2026-02-08,Sales,Sales Director,LinkedIn,Interviewed,62,2,180421,0,,,184
CAND0363,2023-05-03,Operations,Operations Manager,Referral,Rejected,63,0,98384,0,,,33
CAND0364,2025-08-13,HR,HR Manager,Indeed,Joined,85,2,86629,87148,2025-09-21,39.0,1525
CAND0365,2024-10-02,HR,Talent Acquisition Specialist,College Campus,Shortlisted,95,14,100972,0,,,140
CAND0366,2025-12-06,Sales,Sales Director,Referral,Rejected,60,2,124042,0,,,51
CAND0367,2021-02-01,IT,QA Engineer,Executive Search,Rejected,47,7,95211,0,,,1237
CAND0368,2023-04-02,IT,Senior Developer,College Campus,Applied,65,12,202148,0,,,170
CAND0369,2025-04-25,Finance,Auditor,Referral,Joined,77,1,60560,59780,2025-06-07,43.0,930
CAND0370,2026-01-22,IT,Software Engineer,College Campus,Joined,75,2,105235,113023,2026-03-10,47.0,748
CAND0371,2024-12-28,Operations,Operations Manager,College Campus,Selected,71,8,133470,134272,2025-03-03,65.0,1666
CAND0372,2025-04-13,Operations,Supply Chain Planner,Indeed,Joined,93,2,62932,62514,2025-05-02,19.0,1049
CAND0373,2025-07-24,Sales,Business Development Associate,Indeed,Joined,98,3,63800,70329,2025-09-13,51.0,1540
CAND0374,2025-04-23,HR,HR Manager,Indeed,Joined,79,5,106609,108330,2025-06-05,43.0,2005
CAND0375,2021-10-30,IT,QA Engineer,Referral,Interviewed,72,3,88343,0,,,52
CAND0376,2025-07-31,HR,HR Generalist,Referral,Joined,90,5,82079,91081,2025-09-09,40.0,869
CAND0377,2025-10-22,Finance,Auditor,Referral,Joined,91,1,79722,82992,2025-12-08,47.0,941
CAND0378,2023-03-26,Customer Service,Support Lead,Glassdoor,Interviewed,49,4,80539,0,,,282
CAND0379,2025-07-04,Finance,Finance Manager,Indeed,Joined,96,2,136442,139196,2025-08-30,57.0,1180
CAND0380,2024-07-24,HR,Talent Acquisition Specialist,Executive Search,Rejected,44,1,67876,0,,,1557
CAND0381,2026-03-06,Sales,Sales Director,Glassdoor,Joined,81,1,129925,143365,2026-04-13,38.0,2839
CAND0382,2026-03-10,Finance,Auditor,College Campus,Applied,84,8,93576,0,,,133
CAND0383,2023-05-25,Marketing,Marketing Specialist,College Campus,Applied,58,7,81556,0,,,105
CAND0384,2024-01-15,Marketing,Brand Manager,College Campus,Shortlisted,60,2,102753,0,,,123
CAND0385,2022-12-06,IT,QA Engineer,Glassdoor,Interviewed,72,0,74650,0,,,228
CAND0386,2025-06-07,Customer Service,Customer Success Manager,LinkedIn,Joined,97,6,78920,79445,2025-07-24,47.0,2624
CAND0387,2025-10-31,Sales,Sales Director,LinkedIn,Applied,67,0,173617,0,,,365
CAND0388,2022-10-01,HR,Benefits Specialist,Referral,Selected,65,8,92691,93792,2022-11-17,47.0,563
CAND0389,2026-04-03,Finance,Auditor,Indeed,Joined,94,4,103977,108204,2026-05-05,32.0,2412
CAND0390,2025-09-22,HR,HR Manager,Glassdoor,Joined,95,9,165300,171229,2025-10-29,37.0,2816
CAND0391,2026-03-28,Finance,Financial Analyst,LinkedIn,Joined,89,3,86066,87876,2026-05-07,40.0,3248
CAND0392,2026-06-14,Marketing,Marketing Specialist,LinkedIn,Joined,76,0,82412,83680,2026-06-29,15.0,2346
CAND0393,2020-12-08,Marketing,Digital Marketing Manager,LinkedIn,Shortlisted,74,5,92959,0,,,185
CAND0394,2025-06-09,Finance,Auditor,Executive Search,Applied,65,5,71684,0,,,1406
CAND0395,2021-10-29,Customer Service,Customer Success Manager,Executive Search,Shortlisted,71,1,78743,0,,,1825
CAND0396,2024-06-03,IT,Data Scientist,Executive Search,Selected,85,0,122919,125305,2024-06-28,25.0,22383
CAND0397,2021-09-25,IT,System Administrator,LinkedIn,Applied,68,8,103142,0,,,152
CAND0398,2025-03-31,Finance,Auditor,Glassdoor,Joined,82,0,60423,62563,2025-05-06,36.0,1495
CAND0399,2026-05-09,Marketing,Content Writer,Referral,Shortlisted,74,5,60830,0,,,56
CAND0400,2025-03-31,Sales,Sales Director,Glassdoor,Joined,86,2,164199,175285,2025-04-16,16.0,1315
CAND0401,2024-02-14,IT,Data Scientist,Referral,Rejected,61,8,160357,0,,,44
CAND0402,2021-10-02,IT,System Administrator,Executive Search,Shortlisted,68,3,90101,0,,,2139
CAND0403,2025-04-05,Finance,Auditor,Referral,Joined,97,8,108558,117618,2025-05-28,53.0,843
CAND0404,2026-04-14,Finance,Auditor,Referral,Interviewed,49,4,82854,0,,,67
CAND0405,2022-09-24,HR,HR Generalist,Glassdoor,Selected,77,7,80965,78907,2022-10-15,21.0,2379
CAND0406,2021-03-07,Finance,Finance Manager,College Campus,Applied,50,7,147603,0,,,87
CAND0407,2024-01-24,HR,HR Manager,Referral,Interviewed,64,8,130562,0,,,70
CAND0408,2025-03-05,Marketing,Content Writer,Referral,Joined,94,2,65047,63991,2025-04-24,50.0,322
CAND0409,2025-09-01,Customer Service,Support Lead,LinkedIn,Selected,62,3,78282,78320,2025-10-20,49.0,3479
CAND0410,2025-10-06,IT,Senior Developer,College Campus,Interviewed,68,7,142449,0,,,112
CAND0411,2025-09-19,HR,HR Manager,Indeed,Applied,65,9,124650,0,,,186
CAND0412,2025-06-24,Customer Service,Customer Support Agent,College Campus,Shortlisted,90,4,45771,0,,,140
CAND0413,2024-12-14,Finance,Auditor,Glassdoor,Rejected,71,2,60063,0,,,174
CAND0414,2024-12-14,Finance,Auditor,LinkedIn,Joined,83,5,93946,94201,2025-02-06,54.0,4401
CAND0415,2025-01-22,Finance,Financial Analyst,Referral,Joined,82,6,113873,108700,2025-02-25,34.0,742
CAND0416,2022-11-10,Operations,Supply Chain Planner,LinkedIn,Rejected,52,10,83461,0,,,447
CAND0417,2025-08-02,Marketing,Content Writer,LinkedIn,Joined,83,1,72407,71327,2025-09-23,52.0,1720
CAND0418,2020-12-15,Operations,Logistics Coordinator,Glassdoor,Shortlisted,76,2,69611,0,,,194
CAND0419,2021-01-17,IT,Software Engineer,LinkedIn,Rejected,62,7,102592,0,,,336
CAND0420,2022-03-27,Customer Service,Support Lead,College Campus,Applied,39,4,67973,0,,,192
CAND0421,2023-02-08,HR,Talent Acquisition Specialist,Glassdoor,Shortlisted,94,0,59035,0,,,182
CAND0422,2025-01-09,HR,Benefits Specialist,Glassdoor,Joined,85,3,74753,79478,2025-02-07,29.0,2979
CAND0423,2023-05-07,Sales,Sales Director,LinkedIn,Interviewed,77,9,191275,0,,,237
CAND0424,2021-03-25,Finance,Senior Accountant,Indeed,Interviewed,77,0,81453,0,,,193
CAND0425,2026-02-06,Operations,Supply Chain Planner,Indeed,Joined,98,2,73435,74379,2026-04-05,58.0,1504
CAND0426,2023-01-30,Marketing,Brand Manager,Referral,Rejected,42,0,106790,0,,,71
CAND0427,2026-02-16,Finance,Auditor,Glassdoor,Joined,83,0,85957,86458,2026-04-05,48.0,1240
CAND0428,2021-10-25,Sales,Account Manager,Indeed,Selected,68,7,95424,90670,2021-11-15,21.0,1752
CAND0429,2026-03-10,IT,Data Scientist,LinkedIn,Joined,93,10,160651,153065,2026-04-19,40.0,3321
CAND0430,2024-03-10,IT,System Administrator,Executive Search,Interviewed,92,7,107013,0,,,2336
CAND0431,2025-03-20,Marketing,Content Writer,College Campus,Joined,78,5,80750,82114,2025-04-22,33.0,1961
CAND0432,2025-02-23,Operations,Supply Chain Planner,Glassdoor,Joined,76,1,76532,78276,2025-03-31,36.0,1443
CAND0433,2026-07-09,Finance,Finance Manager,Executive Search,Shortlisted,65,2,129862,0,,,1241
CAND0434,2025-10-24,HR,HR Generalist,LinkedIn,Joined,78,1,53429,59176,2025-12-02,39.0,3384
CAND0435,2026-02-10,Operations,Supply Chain Planner,Executive Search,Joined,75,0,71161,71243,2026-04-09,58.0,12644
CAND0436,2023-11-30,Sales,Sales Representative,Referral,Interviewed,64,5,70594,0,,,33
CAND0437,2022-08-29,Sales,Account Manager,College Campus,Shortlisted,62,0,73037,0,,,194
CAND0438,2026-01-17,Finance,Auditor,Referral,Joined,93,6,102309,100150,2026-02-24,38.0,542
CAND0439,2023-10-15,Customer Service,Customer Success Manager,Referral,Shortlisted,81,7,91603,0,,,50
CAND0440,2025-09-24,Sales,Account Manager,Glassdoor,Selected,82,5,73788,73707,2025-11-12,49.0,1262
CAND0441,2025-01-02,Marketing,Brand Manager,College Campus,Joined,81,10,187263,199108,2025-02-20,49.0,674
CAND0442,2026-05-29,HR,HR Manager,LinkedIn,Applied,30,4,98456,0,,,261
CAND0443,2025-12-16,Sales,Account Manager,LinkedIn,Joined,89,5,93800,90487,2026-02-07,53.0,2769
CAND0444,2025-03-22,IT,Senior Developer,College Campus,Joined,84,6,141147,134897,2025-05-16,55.0,964
CAND0445,2022-09-01,Customer Service,Customer Success Manager,Indeed,Shortlisted,82,5,89365,0,,,237
CAND0446,2020-03-10,IT,System Administrator,College Campus,Applied,31,6,101387,0,,,60
CAND0447,2026-08-02,Operations,Logistics Coordinator,Glassdoor,Interviewed,76,4,73512,0,,,266
CAND0448,2025-06-22,Marketing,Content Writer,LinkedIn,Joined,91,0,47521,51313,2025-07-08,16.0,2903
CAND0449,2026-02-10,IT,QA Engineer,LinkedIn,Joined,88,4,80047,85558,2026-04-08,57.0,4487
CAND0450,2026-08-15,Marketing,Brand Manager,Executive Search,Selected,68,0,113199,117319,2026-10-07,53.0,18395
CAND0451,2021-01-27,Marketing,Marketing Specialist,LinkedIn,Interviewed,55,13,81239,0,,,180
CAND0452,2026-02-19,Finance,Finance Manager,LinkedIn,Joined,80,0,120910,127497,2026-04-17,57.0,2151
CAND0453,2024-02-28,IT,Software Engineer,College Campus,Selected,68,9,125963,123861,2024-04-27,59.0,1126
CAND0454,2022-03-31,Customer Service,Support Lead,Referral,Interviewed,64,0,62371,0,,,68
CAND0455,2022-09-11,HR,HR Manager,Executive Search,Applied,39,3,97628,0,,,2053
CAND0456,2025-08-11,IT,Senior Developer,LinkedIn,Joined,92,1,136938,136958,2025-10-09,59.0,4351
CAND0457,2025-09-15,Sales,Sales Director,Glassdoor,Joined,87,1,136522,131499,2025-10-13,28.0,1384
CAND0458,2020-06-29,IT,System Administrator,Indeed,Applied,42,4,95827,0,,,201
CAND0459,2025-04-15,Customer Service,Support Lead,Indeed,Joined,91,2,62497,66125,2025-05-27,42.0,1004
CAND0460,2022-03-19,Finance,Auditor,LinkedIn,Shortlisted,67,9,82188,0,,,161
CAND0461,2022-01-24,Finance,Senior Accountant,Indeed,Shortlisted,57,0,73193,0,,,102
CAND0462,2025-06-06,Finance,Financial Analyst,LinkedIn,Joined,92,6,72019,77352,2025-07-01,25.0,3094
CAND0463,2025-06-24,Customer Service,Support Lead,College Campus,Joined,91,7,65532,67403,2025-07-09,15.0,1308
CAND0464,2026-03-25,Sales,Business Development Associate,LinkedIn,Interviewed,83,3,74672,0,,,422
CAND0465,2026-08-06,IT,Data Scientist,Indeed,Shortlisted,68,0,128526,0,,,203
CAND0466,2024-02-08,Sales,Business Development Associate,Executive Search,Interviewed,38,3,73759,0,,,1881
CAND0467,2025-08-29,HR,Talent Acquisition Specialist,LinkedIn,Joined,90,0,61353,66537,2025-09-19,21.0,2654
CAND0468,2024-10-08,Customer Service,Customer Success Manager,Referral,Applied,68,3,70978,0,,,81
CAND0469,2021-12-03,Marketing,Digital Marketing Manager,LinkedIn,Rejected,50,5,120444,0,,,271
CAND0470,2025-03-24,Customer Service,Support Lead,Glassdoor,Shortlisted,68,2,57863,0,,,220
CAND0471,2026-02-08,Sales,Sales Representative,Glassdoor,Rejected,59,1,62361,0,,,239
CAND0472,2025-08-22,Sales,Sales Representative,College Campus,Joined,93,1,57414,63443,2025-09-22,31.0,1656
CAND0473,2020-02-18,Customer Service,Support Lead,Executive Search,Applied,46,7,78104,0,,,2284
CAND0474,2020-06-13,Operations,Supply Chain Planner,Executive Search,Applied,38,6,98160,0,,,1812
CAND0475,2024-08-19,IT,Senior Developer,Referral,Applied,80,7,173368,0,,,31
CAND0476,2022-02-05,HR,HR Generalist,Glassdoor,Applied,61,4,67326,0,,,249
CAND0477,2026-05-11,Sales,Business Development Associate,LinkedIn,Joined,80,3,66622,69382,2026-06-16,36.0,1514
CAND0478,2026-03-19,HR,HR Manager,College Campus,Joined,88,10,140865,142908,2026-04-10,22.0,551
CAND0479,2022-05-08,Marketing,Content Writer,Glassdoor,Interviewed,48,2,64555,0,,,147
CAND0480,2025-03-03,Sales,Business Development Associate,College Campus,Joined,92,1,57375,61389,2025-04-10,38.0,1531
CAND0481,2023-06-22,HR,HR Generalist,LinkedIn,Shortlisted,80,4,64601,0,,,184
CAND0482,2024-11-18,Finance,Finance Manager,Referral,Applied,74,7,125443,0,,,32
CAND0483,2020-05-26,Operations,Operations Analyst,Glassdoor,Rejected,41,0,54932,0,,,286
CAND0484,2022-10-23,HR,HR Generalist,College Campus,Shortlisted,91,6,78808,0,,,168
CAND0485,2025-12-27,IT,Software Engineer,LinkedIn,Joined,85,1,112181,109852,2026-01-25,29.0,3969
CAND0486,2024-02-18,Sales,Business Development Associate,LinkedIn,Interviewed,54,6,57126,0,,,291
CAND0487,2022-07-31,Sales,Sales Representative,College Campus,Applied,62,5,75471,0,,,128
CAND0488,2025-09-15,Customer Service,Support Lead,College Campus,Joined,87,2,64184,68427,2025-10-05,20.0,974
CAND0489,2022-01-12,Operations,Operations Manager,Indeed,Shortlisted,83,4,107364,0,,,234
CAND0490,2023-12-15,Customer Service,Support Lead,Referral,Rejected,65,0,51987,0,,,30
CAND0491,2025-07-31,HR,HR Manager,Glassdoor,Rejected,68,3,106714,0,,,272
CAND0492,2025-04-15,Finance,Finance Manager,Glassdoor,Joined,82,2,115695,127602,2025-05-30,45.0,1462
CAND0493,2026-05-01,IT,QA Engineer,LinkedIn,Joined,88,0,72678,71798,2026-06-22,52.0,4459
CAND0494,2022-11-23,Finance,Auditor,Glassdoor,Applied,30,12,96054,0,,,211
CAND0495,2026-01-04,Customer Service,Customer Success Manager,LinkedIn,Joined,76,5,111681,113038,2026-02-22,49.0,4370
CAND0496,2024-08-09,Sales,Account Manager,LinkedIn,Applied,74,5,87217,0,,,158
CAND0497,2024-02-11,Customer Service,Support Lead,Indeed,Applied,76,3,77275,0,,,227
CAND0498,2020-12-30,Customer Service,Support Lead,Referral,Applied,36,5,79035,0,,,88
CAND0499,2022-06-19,Finance,Auditor,Glassdoor,Interviewed,74,6,85196,0,,,169
CAND0500,2021-06-01,Marketing,Content Writer,Indeed,Shortlisted,76,7,63616,0,,,183
CAND0501,2025-09-03,Finance,Senior Accountant,Glassdoor,Joined,75,16,139566,137676,2025-10-31,58.0,2187
CAND0502,2025-03-24,HR,Talent Acquisition Specialist,Indeed,Joined,83,8,91759,87935,2025-05-10,47.0,1578
CAND0503,2023-09-09,Finance,Auditor,LinkedIn,Shortlisted,73,4,88504,0,,,444
CAND0504,2021-02-14,IT,Senior Developer,College Campus,Rejected,70,6,132944,0,,,177
CAND0505,2023-09-26,Sales,Business Development Associate,Referral,Interviewed,89,11,66728,0,,,96
CAND0506,2025-01-02,HR,Benefits Specialist,College Campus,Joined,88,6,90115,97777,2025-02-22,51.0,956
CAND0507,2026-06-15,Marketing,Digital Marketing Manager,Executive Search,Rejected,38,9,109610,0,,,1290
CAND0508,2021-01-17,Customer Service,Customer Support Agent,Glassdoor,Applied,83,14,59005,0,,,138
CAND0509,2025-07-22,IT,QA Engineer,College Campus,Rejected,66,2,66537,0,,,83
CAND0510,2025-06-12,Marketing,Content Writer,Indeed,Joined,82,0,47753,52604,2025-08-09,58.0,1093
CAND0511,2025-10-17,Marketing,Brand Manager,College Campus,Joined,82,0,79128,84374,2025-12-08,52.0,1276
CAND0512,2025-06-24,Sales,Sales Representative,LinkedIn,Joined,97,4,86866,84056,2025-08-03,40.0,3047
CAND0513,2020-01-08,Finance,Senior Accountant,Executive Search,Shortlisted,74,11,131676,0,,,1413
CAND0514,2025-04-13,Operations,Logistics Coordinator,Glassdoor,Joined,92,1,49975,48426,2025-05-26,43.0,1661
CAND0515,2021-02-28,Marketing,Brand Manager,LinkedIn,Interviewed,61,1,116078,0,,,443
CAND0516,2022-02-27,IT,QA Engineer,Glassdoor,Interviewed,73,6,79872,0,,,208
CAND0517,2020-12-27,Finance,Senior Accountant,LinkedIn,Rejected,31,7,100334,0,,,218
CAND0518,2020-01-21,Finance,Senior Accountant,College Campus,Shortlisted,86,2,90116,0,,,111
CAND0519,2024-01-30,Finance,Finance Manager,LinkedIn,Interviewed,84,5,151304,0,,,367
CAND0520,2025-10-09,Sales,Business Development Associate,LinkedIn,Applied,59,8,84923,0,,,203
CAND0521,2025-07-26,Operations,Operations Analyst,Indeed,Joined,77,3,77226,74431,2025-08-25,30.0,870
CAND0522,2022-10-09,IT,Data Scientist,Executive Search,Interviewed,83,2,101181,0,,,2169
